brand,model,years,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,horsepower,torque_nm,drive_type,seating_capacity,body_type,weight_kg,safety_rating,country,segment,annual_sales
Volkswagen,ID. Aero,2023,Premium,107651,66,238,71,1000,931,AWD,5,Hatchback,1500,4,Germany,Luxury,215531
Mercedes,GLE EV,2026,Long Range,89517,79,296,116,381,309,FWD,5,Van,1692,4,Germany,Premium,50182
Hyundai,Ioniq 6,2024,Performance,106648,99,363,152,1000,921,AWD,7,Coupe,1549,5,South Korea,Luxury,149654
Hyundai,Ioniq,2023,Long Range,85388,79,251,130,1000,899,AWD,5,Sedan,1500,4,South Korea,Premium,131774
Tesla,Model S,2023,Premium,84622,74,264,297,599,590,AWD,5,SUV,1922,4,US,Premium,193331
BYD,Atto 3,2025,Long Range,28904,96,330,62,255,210,AWD,5,Hatchback,1559,4,China,Budget,225650
Volkswagen,ID. Buzz,2025,Premium,88651,84,297,86,1000,880,RWD,7,Sedan,1768,4,Germany,Premium,243258
Volkswagen,ID.4,2024,Long Range,69709,100,349,61,662,636,AWD,5,Truck,2597,5,Germany,Premium,273314
Kia,EV6,2023,Long Range,68881,85,297,97,787,717,AWD,5,SUV,1755,4,South Korea,Premium,85490
Hyundai,Ioniq 5,2026,Performance,46436,100,359,205,429,426,RWD,7,SUV,2075,4,South Korea,Mid-range,73520
Kia,Niro EV,2023,Base,53627,75,266,133,573,518,FWD,5,Sedan,1500,3,South Korea,Mid-range,65815
Ford,Explorer EV,2025,Base,31999,74,219,63,192,210,AWD,5,Truck,2364,4,US,Budget,25220
Ford,E-Transit,2025,Long Range,97441,95,331,63,1000,897,RWD,5,Coupe,1680,4,US,Premium,26936
GM/Chevrolet,Equinox EV,2022,Base,33772,73,250,78,262,240,RWD,5,SUV,2124,4,US,Budget,22698
Toyota,bZ Compact SUV,2023,Long Range,79916,86,295,79,1000,898,FWD,5,SUV,2030,4,Japan,Premium,29619
Tesla,Model X,2025,Premium,133808,42,150,337,994,865,AWD,7,Truck,2540,4,US,Luxury,225294
Tesla,Model S,2025,Long Range,43023,102,396,300,286,363,FWD,7,Coupe,1723,5,US,Mid-range,177801
Tesla,Model X,2026,Premium,88928,60,213,331,671,574,AWD,5,SUV,1899,4,US,Premium,116766
BMW,i5,2025,Long Range,119539,109,391,54,1000,900,RWD,5,Sedan,1669,3,Germany,Luxury,49676
Audi,e-tron,2025,Base,71446,60,202,147,451,409,FWD,5,Sedan,1500,5,Germany,Premium,60589
BYD,Max,2023,Performance,93435,89,321,250,1000,912,AWD,5,Van,1500,5,China,Premium,220329
Rivian,R2,2024,Long Range,96777,99,341,130,1000,896,FWD,7,Hatchback,1807,5,US,Premium,20918
Tesla,Model 3,2024,Performance,142117,103,353,265,1000,906,AWD,5,SUV,1870,5,US,Luxury,232616
NIO,EL8,2024,Long Range,119325,91,308,123,1000,871,FWD,5,Truck,2732,5,China,Luxury,11219
BYD,Atto 3,2025,Base,61647,48,150,67,651,520,AWD,7,Truck,2640,4,China,Mid-range,115977
Tesla,Model 3,2025,Long Range,112948,78,261,326,787,637,FWD,5,Truck,2409,5,US,Luxury,130244
Hyundai,Kona Electric,2025,Performance,91101,93,300,168,1000,880,AWD,7,Van,1500,5,South Korea,Premium,95350
BYD,Qin,2022,Base,30225,54,172,86,266,255,RWD,5,Coupe,1704,4,China,Budget,237770
BYD,Atto 3,2025,Long Range,104232,80,254,107,1000,903,FWD,5,Van,1649,4,China,Luxury,190907
BYD,Leaf 50X,2024,Base,45941,73,255,76,484,435,AWD,5,Truck,2531,5,China,Mid-range,114800
Ford,Mustang Mach-E,2025,Standard,68548,41,153,104,738,635,RWD,5,Coupe,1696,5,US,Premium,25642
Kia,EV6,2025,Long Range,46513,99,349,88,443,412,FWD,5,Truck,2677,4,South Korea,Mid-range,124966
BYD,Max,2022,Standard,72613,73,257,113,793,668,FWD,7,Van,1500,4,China,Premium,232843
Kia,Niro EV,2022,Base,34817,56,207,108,236,242,RWD,7,Truck,2426,4,South Korea,Budget,109878
GM/Chevrolet,Bolt EV,2025,Base,34507,66,230,126,291,200,RWD,7,Truck,2166,5,US,Budget,18832
BYD,Qin,2023,Long Range,27058,109,385,77,295,278,AWD,5,Sedan,1500,4,China,Budget,176350
Volkswagen,ID.4,2020,Premium,48609,41,163,71,443,450,AWD,5,Truck,2188,5,Germany,Mid-range,221203
Tesla,Model X,2025,Base,30686,65,245,343,162,200,AWD,5,Sedan,1533,5,US,Budget,248383
Tesla,Cybertruck,2023,Performance,56003,109,392,231,391,330,AWD,5,Truck,2669,4,US,Mid-range,102435
BMW,i3,2025,Standard,75699,67,240,129,482,447,FWD,5,Sedan,1537,5,Germany,Premium,23009
Tesla,Model S,2025,Premium,102511,41,150,229,755,692,AWD,5,Coupe,1648,4,US,Luxury,206373
Hyundai,Ioniq,2022,Standard,39241,62,205,98,416,406,FWD,5,SUV,1948,5,South Korea,Mid-range,50222
GM/Chevrolet,Bolt EUV,2025,Long Range,74597,94,323,59,1000,902,AWD,7,Truck,2456,4,US,Premium,14842
Tesla,Model S,2024,Performance,62921,91,352,240,443,372,RWD,5,Van,1500,4,US,Mid-range,248485
Kia,EV9,2023,Long Range,62847,96,339,123,698,598,FWD,7,SUV,1905,5,South Korea,Mid-range,73090
BYD,Yuan Plus,2023,Premium,44973,70,272,99,493,472,RWD,5,Hatchback,2102,4,China,Mid-range,163237
Toyota,bZ Compact SUV,2026,Long Range,86892,84,298,116,1000,879,FWD,7,SUV,1924,4,Japan,Premium,27998
Hyundai,Ioniq 6,2022,Performance,56768,117,400,157,588,539,RWD,5,Coupe,1611,5,South Korea,Mid-range,141874
Ford,Explorer EV,2022,Long Range,86650,79,301,125,1000,889,RWD,5,Truck,2525,5,US,Premium,45060
Kia,Picanto EV,2023,Performance,84711,95,364,188,1000,925,AWD,7,Sedan,1715,4,South Korea,Premium,109134
Tesla,Model S,2025,Base,93768,58,202,247,685,615,FWD,5,Sedan,1585,4,US,Premium,129076
BMW,iX,2025,Premium,133858,75,287,89,1000,890,AWD,5,SUV,2012,5,Germany,Luxury,27376
Toyota,bZ4X,2026,Premium,73010,55,213,72,910,807,AWD,5,Sedan,1595,4,Japan,Premium,9198
Kia,Picanto EV,2026,Long Range,53570,105,370,145,550,484,FWD,7,Coupe,1883,5,South Korea,Mid-range,112650
Ford,Mustang Mach-E,2023,Standard,61248,43,150,103,643,633,RWD,5,Hatchback,1664,4,US,Mid-range,76286
Audi,Q4 e-tron,2024,Premium,130056,60,232,125,1000,860,AWD,5,Sedan,1715,4,Germany,Luxury,44054
BYD,Qin,2022,Premium,39143,67,236,121,376,323,FWD,7,Hatchback,1500,3,China,Mid-range,143146
BYD,Max,2023,Standard,26581,76,257,72,211,200,RWD,5,SUV,1699,5,China,Budget,206659
Kia,Sportage EV,2023,Performance,92528,111,404,197,1000,936,RWD,7,SUV,2003,4,South Korea,Premium,118664
Volkswagen,ID. Aero,2022,Long Range,73265,102,363,88,722,624,FWD,5,Truck,2433,3,Germany,Premium,255210
Mercedes,EQS,2022,Long Range,178840,102,380,98,1000,855,AWD,5,Truck,2548,5,Germany,Luxury,49341
Audi,Q6 e-tron,2024,Standard,55701,69,229,110,224,200,RWD,5,SUV,2094,4,Germany,Mid-range,52734
BYD,Dolphin,2024,Long Range,75080,88,299,136,836,754,FWD,7,Sedan,1791,3,China,Premium,149633
BYD,Qin,2022,Base,46767,45,150,54,484,431,AWD,5,Sedan,1500,3,China,Mid-range,150601
Ford,Mustang Mach-E,2026,Base,43574,67,237,108,376,361,RWD,5,SUV,1834,5,US,Mid-range,55997
BYD,Leaf 50X,2025,Premium,71227,55,216,97,851,788,RWD,5,Sedan,1500,4,China,Premium,114165
Mercedes,EQS,2024,Base,126360,41,150,113,711,582,AWD,5,Coupe,1760,5,Germany,Luxury,31657
Volkswagen,ID. Buzz,2021,Long Range,35869,83,267,133,224,235,FWD,5,Truck,2542,3,Germany,Mid-range,202031
BMW,i4,2025,Standard,84569,84,285,96,627,638,RWD,7,Sedan,1500,4,Germany,Premium,62828
Tesla,Model Y,2023,Base,106611,81,298,228,834,823,RWD,5,Hatchback,1582,5,US,Luxury,481578
BMW,i4,2024,Performance,82828,98,348,183,550,495,AWD,5,Hatchback,1572,4,Germany,Premium,59167
Volkswagen,ID.3,2024,Standard,38832,66,221,134,247,221,RWD,7,SUV,1808,5,Germany,Mid-range,256517
Kia,Niro EV,2025,Performance,52083,93,337,236,501,445,RWD,5,Hatchback,1630,5,South Korea,Mid-range,99623
Tesla,Cybertruck,2024,Standard,125177,68,258,217,910,830,AWD,7,Truck,2263,5,US,Luxury,162760
GM/Chevrolet,Blazer EV,2024,Long Range,46760,102,343,60,478,443,AWD,5,Coupe,1592,4,US,Mid-range,22048
Mercedes,GLE EV,2024,Premium,134954,65,248,77,801,766,RWD,7,Van,1736,5,Germany,Luxury,76804
BYD,Qin,2023,Premium,33832,83,276,148,343,302,AWD,7,SUV,1930,4,China,Budget,177176
Tesla,Model S,2021,Premium,143043,60,222,229,1000,781,FWD,5,SUV,2265,5,US,Luxury,139115
Tesla,Model X,2021,Base,66814,58,194,348,493,397,AWD,7,Truck,2428,4,US,Premium,228985
BMW,iX,2025,Long Range,135695,105,363,95,1000,868,AWD,5,Hatchback,1687,4,Germany,Luxury,36974
Kia,Niro EV,2025,Premium,65978,56,198,89,810,733,RWD,7,Coupe,1625,4,South Korea,Premium,91348
Kia,EV6,2026,Premium,95776,52,194,150,1000,870,RWD,7,Van,1877,5,South Korea,Premium,81075
BYD,Qin,2026,Premium,79543,81,295,111,912,788,AWD,7,Van,1565,5,China,Premium,153987
Volkswagen,ID.3,2023,Premium,92433,70,250,75,1000,906,AWD,5,Coupe,1765,4,Germany,Premium,212147
Kia,Niro EV,2024,Long Range,56060,98,327,75,599,511,RWD,5,Coupe,1542,5,South Korea,Mid-range,117679
Hyundai,Ioniq 5,2024,Standard,60016,71,273,53,706,655,AWD,5,Coupe,1925,5,South Korea,Mid-range,80671
Porsche,Macan Electric,2024,Premium,184202,79,290,299,1000,849,AWD,7,Coupe,1714,5,Germany,Luxury,14726
Tesla,Cybertruck,2022,Performance,57538,103,386,239,393,380,FWD,5,Truck,2484,5,US,Mid-range,194936
GM/Chevrolet,Bolt EV,2021,Performance,47455,103,354,233,521,455,FWD,5,Van,1612,4,US,Mid-range,7468
Volkswagen,ID.5,2024,Long Range,52457,107,377,128,470,420,RWD,5,SUV,1885,4,Germany,Mid-range,214608
Volkswagen,ID.5,2022,Base,27967,60,195,146,150,200,AWD,7,Sedan,1750,5,Germany,Budget,258777
GM/Chevrolet,Equinox EV,2021,Long Range,61755,79,270,149,846,793,FWD,5,SUV,2033,5,US,Mid-range,9557
GM/Chevrolet,Bolt EUV,2025,Standard,36433,44,150,75,349,331,FWD,5,Hatchback,1500,5,US,Mid-range,27128
Volvo,XC40 Recharge,2026,Performance,111533,117,422,154,1000,882,AWD,5,SUV,1917,4,Sweden,Luxury,29548
Tesla,Model S,2026,Standard,81673,69,252,299,595,529,AWD,5,SUV,2107,4,US,Premium,117880
Tesla,Cybertruck,2026,Base,55330,57,217,329,378,320,RWD,7,Truck,2635,4,US,Mid-range,211999
GM/Chevrolet,Equinox EV,2025,Long Range,49790,92,322,84,538,549,RWD,5,SUV,2327,5,US,Mid-range,29595
Kia,Niro EV,2024,Long Range,82834,108,375,82,1000,897,AWD,5,Truck,2631,4,South Korea,Premium,98307
BYD,Dolphin,2024,Premium,104506,42,159,126,1000,919,FWD,5,Hatchback,1790,5,China,Luxury,111020
Tesla,Model Y,2022,Long Range,45170,99,340,234,274,233,RWD,5,Van,1563,4,US,Mid-range,416114
Tesla,Model S,2025,Premium,135057,63,231,263,1000,916,RWD,7,SUV,2017,5,US,Luxury,107596
Audi,Q6 e-tron,2026,Performance,79001,103,355,167,441,398,AWD,7,Coupe,1660,5,Germany,Premium,72672
Tesla,Model 3,2025,Base,50205,40,150,296,355,293,FWD,5,Van,1641,3,US,Mid-range,169041
BYD,Max,2025,Base,24481,42,150,95,236,200,AWD,5,Sedan,1500,3,China,Budget,176238
BYD,Dolphin,2024,Long Range,51538,99,365,74,546,469,FWD,7,SUV,1948,5,China,Mid-range,188274
BYD,Atto 3,2024,Base,19084,44,151,91,150,200,AWD,7,Truck,2431,4,China,Budget,216310
Tesla,Model Y,2024,Performance,37255,114,383,347,272,218,RWD,7,SUV,1904,5,US,Mid-range,451073
Hyundai,Ioniq,2022,Base,28094,47,167,85,150,200,RWD,7,Van,1572,3,South Korea,Budget,119899
Tesla,Cybertruck,2025,Base,88008,64,223,283,578,464,FWD,5,Truck,2585,4,US,Premium,102752
Ford,Explorer EV,2025,Performance,75194,76,227,192,849,764,AWD,5,Sedan,1687,4,US,Premium,31804
BYD,Yuan Plus,2026,Standard,90375,58,191,102,944,832,AWD,5,Hatchback,1540,5,China,Premium,232416
Kia,Niro EV,2025,Performance,111746,83,289,173,1000,855,FWD,7,Truck,2484,4,South Korea,Luxury,96875
Audi,Q4 e-tron,2022,Premium,144616,50,161,73,1000,883,AWD,5,SUV,2232,5,Germany,Luxury,57074
BMW,i5,2025,Standard,69329,58,225,76,351,366,RWD,5,SUV,2137,5,Germany,Premium,73975
Hyundai,Ioniq 5,2022,Premium,39047,54,178,105,312,289,AWD,7,Coupe,1718,4,South Korea,Mid-range,57836
BYD,Seagull,2025,Long Range,79832,92,328,103,875,790,FWD,7,SUV,2024,5,China,Premium,242291
BYD,Seagull,2024,Premium,51227,80,271,65,544,486,AWD,7,Sedan,1756,5,China,Mid-range,143773
BMW,i5,2024,Standard,70389,60,217,138,464,410,RWD,5,Coupe,1815,5,Germany,Premium,76685
Volvo,XC90 Recharge,2022,Performance,90661,108,396,235,807,735,AWD,5,SUV,2143,5,Sweden,Premium,15699
BMW,i7,2022,Performance,154010,79,275,162,1000,888,AWD,5,Coupe,1842,4,Germany,Luxury,26663
Kia,EV6,2025,Premium,61993,50,183,111,677,582,AWD,5,Sedan,1566,4,South Korea,Mid-range,65237
GM/Chevrolet,Blazer EV,2025,Long Range,34425,104,370,72,285,250,RWD,5,Sedan,1690,4,US,Budget,20827
Hyundai,Kona Electric,2025,Standard,53515,51,176,59,628,566,AWD,5,Hatchback,1607,5,South Korea,Mid-range,93480
Tesla,Model S,2026,Long Range,127635,106,384,265,950,859,FWD,7,SUV,2140,5,US,Luxury,158325
Kia,EV6,2024,Standard,31231,72,250,104,204,200,RWD,5,Sedan,1615,5,South Korea,Budget,74025
Toyota,bZ4X,2025,Standard,46569,69,216,85,417,358,FWD,5,SUV,2099,5,Japan,Mid-range,1982
Tesla,Model X,2025,Base,95626,64,229,299,681,637,RWD,5,Coupe,1896,5,US,Premium,233990
BMW,i7,2022,Premium,116700,63,213,67,1000,869,RWD,5,Van,1527,5,Germany,Luxury,29505
Tesla,Cybertruck,2022,Long Range,88721,92,341,248,616,532,FWD,5,Truck,2380,4,US,Premium,226922
Hyundai,Ioniq 5,2026,Standard,59666,76,262,94,716,656,AWD,5,Sedan,1500,4,South Korea,Mid-range,130091
Tesla,Cybertruck,2024,Premium,148668,71,250,254,1000,901,AWD,5,Truck,2309,5,US,Luxury,117109
Volkswagen,ID. Buzz,2025,Standard,48209,79,288,121,425,364,FWD,5,Sedan,1783,5,Germany,Mid-range,272524
GM/Chevrolet,Bolt EV,2021,Base,57966,67,237,86,732,664,RWD,5,Van,1500,4,US,Mid-range,3168
BYD,Yuan Plus,2026,Long Range,92189,91,317,119,1000,956,FWD,7,Coupe,1766,4,China,Premium,158795
BMW,i5,2020,Standard,94186,41,150,124,691,651,AWD,7,Coupe,1511,4,Germany,Premium,43577
Ford,Mustang Mach-E,2024,Base,38197,78,261,60,270,204,FWD,5,Hatchback,1500,5,US,Mid-range,25281
Rivian,R2,2020,Standard,74903,64,219,64,335,333,RWD,5,Coupe,1679,4,US,Premium,16890
BYD,Leaf 50X,2024,Long Range,77873,96,343,84,907,801,RWD,5,SUV,2029,4,China,Premium,152424
Volkswagen,ID.4,2025,Standard,76085,51,165,65,816,711,FWD,5,Hatchback,1500,4,Germany,Premium,264457
Tesla,Model X,2023,Base,55933,60,209,224,364,340,RWD,5,SUV,2166,3,US,Mid-range,183636
Volvo,C40 Recharge,2022,Base,45993,83,291,142,167,200,RWD,7,Hatchback,1500,5,Sweden,Mid-range,3048
Rivian,R1T,2020,Base,64056,78,280,141,150,200,FWD,2,Truck,2714,5,US,Mid-range,12678
Kia,EV9,2025,Long Range,39330,94,300,149,276,263,AWD,7,SUV,2029,5,South Korea,Mid-range,139592
Mercedes,EQS,2024,Premium,200860,66,222,146,1000,880,RWD,5,Hatchback,1543,5,Germany,Luxury,50870
Hyundai,Kona Electric,2025,Performance,83020,120,412,184,1000,914,RWD,5,Sedan,1500,4,South Korea,Premium,65013
BMW,i7,2023,Long Range,131127,88,275,71,1000,893,RWD,7,Van,1543,4,Germany,Luxury,49932
Tesla,Model Y,2023,Long Range,63693,108,357,241,446,387,FWD,7,Van,1500,3,US,Mid-range,462962
GM/Chevrolet,Bolt EV,2025,Long Range,37683,98,363,61,410,390,AWD,7,Truck,2310,4,US,Mid-range,20559
Tesla,Model Y,2025,Premium,40474,54,163,302,226,200,RWD,5,SUV,2239,4,US,Mid-range,484636
Mercedes,EQS,2024,Base,111876,49,150,52,558,450,AWD,7,Sedan,1698,4,Germany,Luxury,36359
Ford,F-150 Lightning,2024,Performance,106767,110,376,166,1000,895,AWD,2,Truck,2776,4,US,Luxury,44309
GM/Chevrolet,Bolt EUV,2025,Premium,47999,61,202,96,551,486,AWD,7,Van,1527,5,US,Mid-range,2175
Tesla,Model X,2024,Base,78352,84,303,325,546,448,FWD,5,Truck,2584,5,US,Premium,135414
BYD,Qin,2025,Premium,101756,71,259,72,1000,893,RWD,5,Coupe,1710,5,China,Luxury,207780
BYD,Yuan Plus,2021,Performance,36439,91,319,202,418,410,AWD,5,Coupe,1516,4,China,Mid-range,110969
Volkswagen,ID.4,2024,Standard,45114,81,294,95,373,306,RWD,7,Sedan,1516,4,Germany,Mid-range,248569
Tesla,Model Y,2024,Base,117811,78,253,211,847,781,AWD,5,Coupe,1774,4,US,Luxury,402141
NIO,EC6,2022,Standard,64086,53,161,59,491,423,AWD,5,SUV,2057,5,China,Mid-range,19395
Kia,Niro EV,2026,Performance,71757,96,336,236,816,742,AWD,5,Truck,2916,5,South Korea,Premium,123775
BYD,Max,2026,Performance,71385,110,380,151,830,743,AWD,5,Coupe,1527,4,China,Premium,234079
Volkswagen,ID. Aero,2023,Performance,82345,78,276,162,961,853,RWD,7,Hatchback,1677,4,Germany,Premium,291745
Volkswagen,ID.4,2024,Long Range,69646,83,303,107,708,650,RWD,5,Coupe,1500,4,Germany,Premium,292447
Kia,Niro EV,2023,Performance,59633,90,325,160,682,638,AWD,5,Coupe,1529,5,South Korea,Mid-range,97616
Hyundai,Ioniq,2024,Performance,44797,105,359,168,395,380,AWD,5,Sedan,1500,5,South Korea,Mid-range,113793
Rivian,R3,2025,Standard,79723,81,261,102,649,596,AWD,7,SUV,2018,5,US,Premium,28225
Hyundai,Ioniq 5,2025,Premium,65433,42,150,55,785,710,AWD,7,Sedan,1506,5,South Korea,Premium,78985
Volvo,XC90 Recharge,2024,Standard,75391,43,156,73,591,512,RWD,5,Van,1623,5,Sweden,Premium,16760
Mercedes,EQG,2024,Long Range,95795,94,354,136,477,445,AWD,7,Truck,2380,3,Germany,Premium,37523
BYD,Yuan Plus,2024,Long Range,65610,86,270,68,724,637,FWD,5,Hatchback,1677,5,China,Premium,239905
Rivian,R1S,2024,Standard,85224,55,206,65,972,858,RWD,7,Coupe,1500,5,US,Premium,18207
Tesla,Model S,2026,Performance,173601,82,301,340,1000,901,RWD,7,Truck,2374,4,US,Luxury,192234
Ford,Explorer EV,2024,Long Range,93392,97,328,111,1000,877,RWD,5,Van,1566,4,US,Premium,53055
Volkswagen,ID.5,2025,Standard,60859,64,242,80,619,583,AWD,5,Sedan,1783,4,Germany,Mid-range,280770
Audi,Q6 e-tron,2024,Base,68629,67,254,132,359,342,RWD,5,Sedan,1555,5,Germany,Premium,32172
Mercedes,EQG,2025,Premium,128362,47,168,115,668,576,AWD,5,Coupe,1630,4,Germany,Luxury,79528
Ford,E-Transit,2024,Performance,115289,82,287,181,1000,926,AWD,7,Hatchback,1500,5,US,Luxury,28651
Ford,Explorer EV,2021,Premium,97934,44,150,67,1000,911,RWD,5,SUV,1826,4,US,Premium,45842
BYD,Yuan Plus,2024,Standard,42922,66,235,137,444,426,RWD,7,Van,1633,5,China,Mid-range,109861
Tesla,Model 3,2025,Standard,103424,67,226,262,760,704,AWD,7,Hatchback,1500,5,US,Luxury,136780
Volkswagen,ID.3,2025,Long Range,46682,83,285,117,391,288,RWD,5,Coupe,1552,5,Germany,Mid-range,243592
Tesla,Model Y,2025,Base,38869,48,150,336,305,320,AWD,7,Coupe,1522,4,US,Mid-range,420151
GM/Chevrolet,Bolt EV,2023,Performance,39441,70,238,154,376,363,RWD,5,Coupe,1534,3,US,Mid-range,9783
BYD,Seagull,2025,Standard,53846,44,161,140,606,573,AWD,7,Hatchback,1522,4,China,Mid-range,196975
Lucid,Air,2024,Performance,156097,98,351,294,687,578,RWD,5,SUV,2233,4,US,Luxury,13230
BMW,i3,2024,Performance,130176,90,326,244,1000,942,FWD,7,Van,1584,4,Germany,Luxury,59392
Mercedes,EQG,2025,Premium,153236,49,182,123,973,889,RWD,7,Sedan,1585,5,Germany,Luxury,44720
Tesla,Model X,2025,Premium,60275,61,220,268,423,399,AWD,7,SUV,1918,4,US,Mid-range,226355
Mercedes,EQC,2025,Premium,202974,74,259,52,1000,877,AWD,7,Sedan,1500,5,Germany,Luxury,22987
Rivian,R2,2021,Performance,113614,108,387,199,1000,887,AWD,5,Hatchback,1500,5,US,Luxury,4505
Hyundai,Ioniq 6,2024,Performance,77514,107,368,161,989,891,AWD,5,Hatchback,1500,4,South Korea,Premium,71992
Kia,Sportage EV,2023,Base,47385,55,193,52,503,431,FWD,7,SUV,2270,4,South Korea,Mid-range,57685
Ford,Explorer EV,2025,Long Range,69672,106,373,82,749,594,AWD,5,Coupe,1592,5,US,Premium,49288
Tesla,Cybertruck,2024,Premium,110129,50,163,314,829,855,RWD,5,Truck,2528,5,US,Luxury,212436
Hyundai,Ioniq 5,2025,Standard,63435,78,279,86,770,690,RWD,7,Truck,2434,5,South Korea,Mid-range,133046
Volkswagen,ID. Aero,2022,Long Range,60509,106,362,110,611,632,AWD,5,Coupe,1710,5,Germany,Mid-range,222081
Tesla,Model X,2023,Performance,111767,105,361,298,782,741,AWD,7,Hatchback,1774,4,US,Luxury,176852
Volkswagen,ID.5,2025,Long Range,101757,83,278,143,1000,893,FWD,5,Sedan,1868,4,Germany,Luxury,269645
Tesla,Model X,2021,Premium,118011,65,229,346,897,801,AWD,5,Hatchback,1554,4,US,Luxury,177339
Tesla,Model X,2024,Premium,80831,71,278,254,563,540,RWD,5,Hatchback,1546,4,US,Premium,202000
Tesla,Model X,2021,Long Range,118192,93,329,281,844,742,AWD,5,Coupe,1733,5,US,Luxury,123098
Toyota,bZ4X,2025,Standard,48847,75,274,137,399,387,AWD,7,Coupe,1542,5,Japan,Mid-range,21759
Kia,EV6,2023,Premium,82404,79,288,121,1000,942,FWD,7,Van,1788,4,South Korea,Premium,95064
Fisker,Ronin,2024,Base,85586,57,200,132,703,630,FWD,7,SUV,1923,4,US,Premium,25585
Volkswagen,ID.3,2024,Performance,53591,75,258,203,504,466,RWD,5,Coupe,1653,3,Germany,Mid-range,209815
BYD,Qin,2022,Standard,70031,42,150,150,743,623,FWD,7,Hatchback,1558,3,China,Premium,187796
Hyundai,i30,2024,Standard,31257,68,218,146,233,200,RWD,5,Truck,2029,4,South Korea,Budget,83425
Volkswagen,ID. Aero,2022,Performance,77145,110,367,178,840,732,RWD,7,Coupe,1500,5,Germany,Premium,280321
Tesla,Model 3,2025,Performance,133324,90,316,268,963,873,AWD,7,Hatchback,1570,4,US,Luxury,119703
BMW,i3,2025,Standard,61491,40,150,82,292,228,RWD,7,Coupe,1500,4,Germany,Mid-range,75130
BYD,Leaf 50X,2024,Performance,56202,81,298,197,586,567,RWD,5,Coupe,1500,5,China,Mid-range,225829
BMW,i3,2025,Premium,113221,50,167,95,997,904,RWD,5,Truck,2431,3,Germany,Luxury,36980
BMW,i5,2023,Premium,104740,55,189,91,884,789,RWD,5,Coupe,1510,5,Germany,Luxury,58894
Tesla,Model S,2026,Performance,120238,106,374,218,876,755,AWD,5,Van,1725,3,US,Luxury,139118
Tesla,Model X,2025,Standard,86050,68,210,237,542,467,FWD,5,Hatchback,1653,5,US,Premium,244820
Ford,F-150 Lightning,2024,Performance,113010,75,251,188,1000,902,FWD,2,Truck,2490,5,US,Luxury,26657
Hyundai,Ioniq 5,2022,Performance,87757,78,262,249,1000,920,RWD,5,Truck,2567,5,South Korea,Premium,73010
Tesla,Model X,2022,Performance,77380,110,373,305,581,500,AWD,5,Sedan,1602,3,US,Premium,238571
Volvo,C40 Recharge,2025,Base,87551,42,150,86,745,643,AWD,5,Truck,2197,4,Sweden,Premium,28712
Tesla,Cybertruck,2023,Long Range,40790,107,379,244,282,226,RWD,7,Truck,2247,5,US,Mid-range,187262
GM/Chevrolet,Equinox EV,2022,Base,32829,78,295,108,247,200,AWD,7,SUV,1866,5,US,Budget,26546
Polestar,4,2023,Performance,90904,95,337,195,621,569,AWD,7,Coupe,1500,5,Sweden,Premium,18672
BYD,Max,2023,Long Range,98961,90,294,98,1000,899,RWD,5,Van,1594,4,China,Premium,230275
Tesla,Model X,2025,Standard,108925,75,251,317,776,726,FWD,7,Hatchback,1665,5,US,Luxury,104109
Tesla,Model S,2021,Performance,76848,117,418,243,454,476,RWD,7,Coupe,1660,5,US,Premium,229674
BYD,Qin,2023,Long Range,52356,87,286,148,510,435,FWD,5,Sedan,1582,5,China,Mid-range,146928
Tesla,Model 3,2025,Base,91015,62,227,258,616,518,RWD,7,SUV,1936,5,US,Premium,229357
GM/Chevrolet,Bolt EUV,2025,Performance,44784,93,321,217,436,366,AWD,5,Hatchback,1677,5,US,Mid-range,7434
Tesla,Model 3,2025,Long Range,84994,97,315,253,617,558,RWD,5,Sedan,1655,4,US,Premium,246722
Hyundai,i30,2026,Premium,95007,72,249,141,1000,893,FWD,5,Hatchback,1791,3,South Korea,Premium,111030
Xiaomi,SU7,2024,Premium,89311,64,208,71,1000,910,AWD,5,SUV,1829,4,China,Premium,29176
Ford,Mustang Mach-E,2024,Standard,67108,81,286,100,774,714,RWD,5,Hatchback,1516,5,US,Premium,58727
Kia,Niro EV,2024,Base,56357,45,154,123,609,531,FWD,5,Hatchback,1503,5,South Korea,Mid-range,107160
BYD,Leaf 50X,2024,Standard,21286,70,233,55,187,200,RWD,7,Sedan,1613,5,China,Budget,116507
BMW,i4,2025,Long Range,88308,96,308,90,690,695,RWD,5,Hatchback,1664,4,Germany,Premium,31503
Hyundai,Ioniq,2024,Performance,103986,111,397,221,1000,904,AWD,7,Sedan,1595,5,South Korea,Luxury,106892
Volkswagen,ID.4,2020,Base,27139,79,261,95,150,200,FWD,5,Hatchback,1500,4,Germany,Budget,271891
Tesla,Model Y,2026,Standard,53435,80,259,340,390,389,RWD,7,Hatchback,1818,4,US,Mid-range,467122
Audi,e-tron GT,2023,Premium,88281,43,156,53,560,546,AWD,5,Coupe,1737,4,Germany,Premium,66857
Volkswagen,ID.5,2025,Base,76427,83,339,123,843,736,RWD,5,Van,1585,4,Germany,Premium,248734
Tesla,Model S,2023,Base,45117,45,169,236,276,281,FWD,5,Sedan,1619,3,US,Mid-range,116884
